,doc_terms,doc_tokens,raw_num,ticker
57,5787,1641,10243,ACM
58,1439,767,2166,ACM
59,178,130,273,ACM
60,1203,658,1791,ACM
61,25703,4230,46137,ACM
0,11764,2683,20695,ACN
1,6097,1580,10560,ACN
2,71,65,114,ACN
3,2149,792,3281,ACN
4,1537,714,2367,ACN
5,266,165,433,ACN
6,1593,730,2471,ACN
7,1568,712,2438,ACN
8,583,349,913,ACN
9,2056,790,3155,ACN
10,1345,699,2127,ACN
11,288,141,461,ACN
12,1787,785,2784,ACN
13,255,211,375,ACN
14,133,102,220,ACN
15,1782,793,2762,ACN
16,1749,786,2715,ACN
17,2121,835,3229,ACN
18,1753,794,2717,ACN
19,95,84,154,ACN
20,922,440,1712,ACN
21,4663,1617,8349,ACN
22,1742,799,2712,ACN
23,266,199,394,ACN
24,524,319,808,ACN
25,1938,853,2949,ACN
26,140,114,196,ACN
27,2416,908,3634,ACN
28,582,399,898,ACN
29,1955,875,2978,ACN
30,373,254,539,ACN
31,1349,679,2465,ACN
32,2255,907,3434,ACN
33,517,308,756,ACN
34,315,218,474,ACN
0,1079,567,1428,ACO
1,1089,589,1491,ACO
2,1158,593,1586,ACO
3,1978,1026,2516,ACO
4,411,263,584,ACO
5,1491,796,1889,ACO
6,1784,907,2197,ACO
7,1868,938,2328,ACO
8,1559,767,2149,ACO
9,1768,595,2739,ACO
10,1187,660,1581,ACO
11,1375,743,1809,ACO
12,196,138,254,ACO
13,1107,599,1546,ACO
14,22261,4298,40027,ACO
15,1428,764,1899,ACO
16,21475,1935,38051,ACO
17,1370,725,1805,ACO
18,7697,1648,13515,ACO
19,1543,688,2372,ACO
20,1466,722,1957,ACO
21,1578,780,2178,ACO
22,12195,3276,21238,ACO
23,1230,616,1701,ACO
24,394,264,522,ACO
25,2143,849,3313,ACO
26,20588,3886,37797,ACO
27,1148,605,1589,ACO
28,2363,1108,3017,ACO
29,1513,651,2192,ACO
30,1524,667,2189,ACO
31,408,271,639,ACO
32,1192,621,1756,ACO
33,385,259,586,ACO
34,8793,2577,15717,ACO
35,1790,710,3005,ACO
36,277,211,424,ACO
37,1284,632,1826,ACO
38,132,99,195,ACO
39,1360,627,1948,ACO
40,808,357,1343,ACO
41,24113,2014,43073,ACO
42,6269,1504,12062,ACO
43,1274,636,1891,ACO
44,1397,660,2069,ACO
45,386,226,672,ACO
46,983,501,1694,ACO
47,1460,671,2151,ACO
48,477,303,721,ACO
49,11298,1811,20259,ACO
50,1447,691,2140,ACO
51,2343,1076,2993,ACO
52,9553,2578,17087,ACO
53,6172,1693,11032,ACO
54,1262,644,1849,ACO
55,267,180,412,ACO
56,1282,654,1881,ACO
57,2379,1073,4104,ACO
58,1480,708,2191,ACO
59,1453,646,2641,ACO
60,14907,1174,26518,ACO
61,1165,616,1752,ACO
62,119,98,200,ACO
63,1479,707,2173,ACO
64,316,216,487,ACO
65,1652,809,2500,ACO
66,7093,1628,13648,ACO
67,23113,4047,41983,ACO
68,1416,708,2090,ACO
69,6104,1035,10808,ACO
70,199,145,311,ACO
71,1371,664,1990,ACO
72,93,88,152,ACO
73,1203,635,1735,ACO
74,818,353,1221,ACO
75,1581,737,2341,ACO
76,1710,736,2642,ACO
77,854,395,1362,ACO
78,684,352,1075,ACO
79,1170,605,1706,ACO
80,93,88,149,ACO
0,296,194,457,ACXM
1,836,600,1268,ACXM
2,2557,1325,3445,ACXM
3,717,498,1047,ACXM
4,2129,1151,2848,ACXM
5,2573,1271,3392,ACXM
6,2754,1357,3650,ACXM
7,2448,1330,3653,ACXM
8,4300,1857,5892,ACXM
9,465,300,553,ACXM
10,3584,1618,4963,ACXM
11,5037,2139,6908,ACXM
12,688,341,904,ACXM
13,4623,1940,6213,ACXM
14,370,241,587,ACXM
15,246,179,344,ACXM
16,44181,9165,77950,ACXM
17,623,393,957,ACXM
18,326,231,460,ACXM
19,732,444,1106,ACXM
20,4858,2041,6583,ACXM
21,252,179,340,ACXM
22,263,194,371,ACXM
23,861,607,1350,ACXM
24,294,210,402,ACXM
25,1421,882,2232,ACXM
26,339,243,446,ACXM
27,4289,1950,5993,ACXM
28,248,180,340,ACXM
29,2126,1001,3320,ACXM
30,4944,1996,6604,ACXM
31,395,296,549,ACXM
32,646,450,946,ACXM
33,700,471,994,ACXM
34,5193,2080,6886,ACXM
35,734,429,1116,ACXM
36,1054,655,1652,ACXM
37,6310,2376,11443,ACXM
38,2287,1116,3633,ACXM
39,627,408,951,ACXM
40,2037,1003,3299,ACXM
41,2071,903,3482,ACXM
42,695,281,1084,ACXM
43,440,254,669,ACXM
44,29317,4317,52681,ACXM
45,1224,555,1962,ACXM
46,534,348,654,ACXM
47,1765,914,2867,ACXM
48,1213,332,1910,ACXM
49,1209,731,2016,ACXM
50,259,201,394,ACXM
51,4199,1187,8111,ACXM
52,4542,1895,7906,ACXM
53,26763,4390,47967,ACXM
54,994,618,1612,ACXM
55,354,251,599,ACXM
56,945,574,1541,ACXM
57,348,212,518,ACXM
58,367,228,567,ACXM
59,313,188,506,ACXM
60,1287,756,2053,ACXM
61,273,195,395,ACXM
62,4926,1736,8634,ACXM
63,224,159,325,ACXM
64,19455,2835,35699,ACXM
65,1470,821,2431,ACXM
66,136,107,188,ACXM
67,133,106,190,ACXM
68,11276,2851,20338,ACXM
69,16392,4040,29126,ACXM
70,519,312,838,ACXM
71,1178,694,1897,ACXM
72,1219,674,1942,ACXM
73,61,54,95,ACXM
74,66,57,96,ACXM
75,1038,624,1696,ACXM
76,128,111,195,ACXM
77,1080,641,1760,ACXM
78,832,489,1321,ACXM
79,1,1,0,ACXM
80,907,512,1430,ACXM
81,6152,1291,10008,ACXM
82,920,520,1447,ACXM
83,969,527,1531,ACXM
84,101,78,141,ACXM
85,766,495,1191,ACXM
86,778,501,1204,ACXM
87,17951,2484,33124,ACXM
88,875,520,1353,ACXM
89,2761,1225,4731,ACXM
90,3622,1320,6602,ACXM
91,914,539,1419,ACXM
92,196,136,317,ACXM
93,20194,2960,36646,ACXM
94,1161,462,2047,ACXM
95,178,135,277,ACXM
96,61,55,100,ACXM
97,854,524,1331,ACXM
98,83,63,130,ACXM
99,68,58,97,ACXM
100,83,72,120,ACXM
101,8670,2150,15769,ACXM
102,1044,586,1635,ACXM
103,262,174,395,ACXM
104,56,54,95,ACXM
105,1146,609,1782,ACXM
106,74,62,116,ACXM
107,125,92,221,ACXM
108,961,564,1498,ACXM
109,5591,1342,10747,ACXM
110,1066,599,1656,ACXM
111,1095,600,1700,ACXM
112,75,62,116,ACXM
113,1192,615,1858,ACXM
