,doc_terms,doc_tokens,raw_num,ticker
0,224,101,294,A
1,225,159,304,A
2,317,125,432,A
3,443,161,731,A
4,322,130,451,A
5,320,239,438,A
6,67,54,91,A
7,1300,563,1930,A
8,262,189,371,A
9,2320,748,3591,A
10,967,393,1455,A
11,52,46,74,A
12,122,102,182,A
13,178,147,235,A
14,2437,786,3774,A
15,1008,437,1506,A
16,234,201,338,A
17,2274,724,3509,A
18,885,350,1320,A
19,2061,678,3217,A
20,2575,660,4083,A
21,2704,674,4249,A
22,219,152,380,A
23,3610,989,5764,A
24,6092,1234,10680,A
25,582,370,915,A
26,205,136,311,A
27,6659,1927,12137,A
28,2348,697,3626,A
29,4580,1493,8088,A
30,3603,1257,6358,A
31,6856,2041,12452,A
32,2827,736,4424,A
33,230,172,338,A
34,2856,740,4498,A
35,49913,6694,86033,A
36,525,303,841,A
37,8244,1443,14819,A
38,5971,1872,9573,A
39,3104,1174,5003,A
40,4246,1388,7093,A
41,213,166,350,A
42,30812,4458,55856,A
43,300,171,464,A
44,17451,3144,30804,A
45,1928,937,3005,A
46,412,248,651,A
47,1391,695,2297,A
48,1671,870,2914,A
49,1883,914,2922,A
50,391,275,629,A
51,1892,901,2910,A
52,796,433,1243,A
53,6134,1560,12055,A
54,2642,1029,4412,A
55,310,195,441,A
56,775,381,1187,A
57,1867,876,2883,A
58,337,229,536,A
59,1882,870,2910,A
60,321,221,450,A
61,2618,1084,4406,A
62,22288,4053,40333,A
63,1912,892,2952,A
64,360,266,550,A
65,34576,4891,54267,A
66,12310,2484,21651,A
67,14038,2931,25835,A
68,2416,1075,3706,A
69,14864,2374,25815,A
70,1907,905,2955,A
71,445,283,730,A
72,6870,1688,13391,A
73,17553,2301,31467,A
74,1971,894,3069,A
75,1559,610,2661,A
76,400,226,640,A
77,11343,2278,19906,A
78,1883,868,2947,A
79,4479,1280,7587,A
80,2047,909,3176,A
81,14405,2854,25804,A
82,452,307,741,A
83,452,296,757,A
84,538,255,833,A
85,2598,1061,4087,A
86,295,184,464,A
87,14925,1837,26691,A
88,502,298,810,A
89,2090,947,3237,A
90,129,92,208,A
91,1960,871,3148,A
92,2142,953,3324,A
93,1094,512,1762,A
94,32183,5012,50460,A
95,681,351,1155,A
96,17490,2968,31463,A
97,139,101,216,A
98,4754,1599,8452,A
99,2138,948,3342,A
100,138,100,216,A
101,184,126,296,A
102,967,359,1505,A
103,612,381,916,A
104,2015,894,3139,A
105,592,373,902,A
106,687,419,1024,A
107,179,124,273,A
108,195,138,315,A
109,2050,811,3241,A
110,299,175,461,A
111,28219,5267,44935,A
112,16888,2805,30419,A
113,9494,1539,16521,A
114,300,226,441,A
115,1627,646,2496,A
116,2284,864,3612,A
117,121,75,190,A
118,2069,869,3240,A
119,251,156,361,A
120,244,141,370,A
121,159,107,272,A
122,1968,839,3107,A
123,261,182,400,A
124,1968,827,3107,A
125,2016,852,3181,A
126,26576,4092,48650,A
127,1909,814,3010,A
128,385,280,584,A
129,1837,801,2901,A
130,493,316,727,A
131,1728,764,2717,A
132,6357,2231,11364,A
133,242,146,363,A
134,1003,444,1592,A
135,1770,801,2798,A
136,8430,2086,13446,A
137,32114,5331,50318,A
138,13545,2953,24584,A
139,1891,820,2931,A
140,5769,1564,11063,A
141,1873,824,2897,A
142,296,205,443,A
143,2058,893,3172,A
0,323,236,437,AA
1,34782,5401,60552,AA
2,987,489,1522,AA
3,310,235,552,AA
4,739,500,1104,AA
5,6623,2800,10730,AA
6,4892,2029,8850,AA
7,481,330,753,AA
8,993,683,1533,AA
9,4877,2155,8699,AA
10,476,339,735,AA
11,864,589,1345,AA
12,2989,1298,3715,AA
13,986,646,1545,AA
14,4539,1949,6724,AA
15,14437,5043,22817,AA
16,925,644,1427,AA
17,41,40,65,AA
18,7341,2828,11795,AA
19,1423,878,2142,AA
20,6300,2289,10472,AA
21,597,450,930,AA
22,173,146,270,AA
23,64,60,105,AA
24,1426,870,2221,AA
25,7973,2952,12848,AA
26,235,162,371,AA
27,391,286,618,AA
28,1444,749,2736,AA
29,2471,983,4582,AA
30,429,316,668,AA
31,1358,826,2083,AA
32,9621,3049,15296,AA
33,19832,6185,31802,AA
34,863,506,1385,AA
35,1509,840,2285,AA
36,8522,2860,13480,AA
37,195,139,297,AA
38,20631,3289,37216,AA
39,2957,1413,4294,AA
40,394,271,615,AA
41,157,114,252,AA
42,391,258,645,AA
43,1169,581,1814,AA
44,1314,778,2036,AA
45,8075,2612,12598,AA
46,152,113,228,AA
47,366,280,556,AA
48,1138,707,1770,AA
49,6975,2569,11371,AA
50,8218,2179,14342,AA
51,543,341,860,AA
52,1205,760,1813,AA
53,6884,2457,11466,AA
54,179,121,283,AA
55,1340,825,2012,AA
56,5082,2009,8673,AA
57,451,272,664,AA
58,5760,2802,9326,AA
59,700,427,1078,AA
60,1211,746,1840,AA
61,5328,1983,8971,AA
62,3095,1160,5343,AA
63,1218,692,1879,AA
64,6260,2192,10431,AA
65,445,307,670,AA
66,887,496,1291,AA
67,1276,584,2012,AA
68,417,289,606,AA
69,1343,751,2089,AA
70,6798,2325,11357,AA
71,30844,4452,49267,AA
72,866,534,1346,AA
73,8058,2052,14785,AA
74,862,432,1351,AA
75,1136,542,1805,AA
76,20219,1992,37570,AA
77,1162,653,1809,AA
78,6417,2285,10620,AA
79,90,70,157,AA
80,526,386,847,AA
81,2188,1192,3600,AA
82,709,332,1184,AA
83,985,648,1604,AA
84,1706,901,2701,AA
85,22828,3830,40771,AA
86,4508,1880,7537,AA
87,615,441,950,AA
88,543,346,875,AA
89,489,341,813,AA
90,3293,1038,6278,AA
91,282,150,459,AA
92,986,509,1581,AA
93,23956,3813,43351,AA
94,1101,652,1691,AA
95,561,368,874,AA
96,5797,2049,9589,AA
97,278,149,452,AA
98,422,278,685,AA
99,1232,728,1877,AA
100,7317,2458,12083,AA
101,1300,649,2009,AA
102,138,105,222,AA
103,395,291,659,AA
104,282,144,464,AA
105,1062,623,1633,AA
106,4822,2054,8508,AA
107,290,146,472,AA
108,525,330,817,AA
109,362,246,574,AA
110,11804,4406,18691,AA
111,984,574,1485,AA
112,7588,2591,13359,AA
113,11138,2179,20999,AA
114,66,60,110,AA
115,26723,4648,42729,AA
116,294,148,480,AA
117,614,427,964,AA
118,1153,731,1746,AA
119,7856,2526,13525,AA
120,483,350,800,AA
121,312,152,510,AA
122,516,330,814,AA
123,373,290,558,AA
124,1376,664,2073,AA
125,1167,713,1788,AA
126,6735,2421,11589,AA
127,1503,700,2354,AA
128,321,259,487,AA
129,11930,1912,21941,AA
130,14102,2198,25256,AA
131,1223,732,1894,AA
132,3685,1862,6177,AA
133,308,154,502,AA
134,6124,2204,10273,AA
135,1606,575,2836,AA
136,1196,658,1889,AA
137,6632,2562,12420,AA
138,795,500,1328,AA
139,1251,699,1913,AA
140,5992,2316,10647,AA
141,1040,531,1641,AA
142,1017,635,1666,AA
143,2509,973,4247,AA
144,1442,804,2201,AA
145,6677,2467,12218,AA
146,434,299,679,AA
147,4354,1240,7914,AA
148,719,436,1122,AA
149,596,378,988,AA
150,594,366,928,AA
151,1073,658,1611,AA
152,6265,2218,10961,AA
153,5274,1733,9703,AA
154,4250,2030,7024,AA
155,1412,814,2096,AA
156,6674,2403,11477,AA
157,750,391,1127,AA
158,7372,1884,13428,AA
159,3415,1272,6178,AA
160,868,500,1359,AA
161,1063,522,1653,AA
162,1442,791,2156,AA
163,5564,2285,10028,AA
164,381,270,585,AA
165,3787,1327,7031,AA
166,1624,810,2423,AA
167,6096,2349,10821,AA
168,607,439,977,AA
169,4517,1271,8202,AA
170,93,76,161,AA
171,71,66,117,AA
172,1622,814,2394,AA
173,7453,1875,13558,AA
174,5785,2242,10268,AA
175,3414,1268,6201,AA
176,304,215,500,AA
177,1215,452,1889,AA
178,1010,575,1541,AA
179,395,194,636,AA
180,986,514,1537,AA
181,344,253,539,AA
182,88,73,155,AA
183,1722,832,2534,AA
184,6150,2440,11144,AA
185,25122,3900,45628,AA
186,1883,902,2778,AA
187,5969,2337,10378,AA
188,437,308,675,AA
189,1080,629,1656,AA
190,1916,922,2793,AA
191,7121,2447,12094,AA
192,484,369,779,AA
193,3830,1220,7322,AA
194,1752,869,2566,AA
195,6784,2499,12016,AA
196,1756,994,2798,AA
197,5636,1589,10598,AA
198,1820,892,2678,AA
199,6888,2319,12014,AA
200,4866,1574,9098,AA
201,2380,1045,3543,AA
202,5418,2137,9523,AA
203,689,378,1030,AA
204,2231,1017,3302,AA
205,7022,2498,12251,AA
206,2081,998,3101,AA
207,6657,2332,11250,AA
208,14487,2795,26668,AA
209,1501,897,2385,AA
210,1484,784,2300,AA
211,316,231,497,AA
212,694,517,1041,AA
0,463,302,711,AAN
1,761,446,1115,AAN
2,1415,749,1901,AAN
3,1209,685,1643,AAN
4,775,473,1123,AAN
5,484,340,702,AAN
6,1155,661,1546,AAN
7,1132,656,1581,AAN
8,1280,686,1773,AAN
9,481,321,678,AAN
10,1159,656,1600,AAN
11,323,228,427,AAN
12,983,569,1405,AAN
13,2267,735,4022,AAN
14,1122,662,1509,AAN
15,1172,617,1661,AAN
16,21237,3709,38101,AAN
17,201,141,259,AAN
18,590,418,887,AAN
19,1004,518,1564,AAN
20,201,142,259,AAN
21,413,284,590,AAN
22,1077,579,1580,AAN
23,202,143,260,AAN
24,426,294,586,AAN
25,1207,629,1688,AAN
26,8871,2097,16411,AAN
27,413,285,572,AAN
28,1201,623,1741,AAN
29,198,142,256,AAN
30,1264,675,1750,AAN
31,203,144,261,AAN
32,544,313,831,AAN
33,1078,577,1564,AAN
34,201,144,259,AAN
35,1020,583,1418,AAN
36,1264,631,1801,AAN
37,935,461,1441,AAN
38,4383,1348,8538,AAN
39,872,490,1292,AAN
40,814,424,1254,AAN
41,194,141,252,AAN
42,880,465,1366,AAN
43,50898,5050,91720,AAN
44,449,288,705,AAN
45,1050,514,1637,AAN
46,492,321,757,AAN
47,545,336,839,AAN
48,1196,570,1902,AAN
49,3982,980,6862,AAN
50,530,359,833,AAN
51,224,141,349,AAN
52,6753,1725,12132,AAN
53,706,429,1096,AAN
54,806,431,1259,AAN
55,547,316,894,AAN
56,7048,1590,11994,AAN
57,1159,462,1909,AAN
58,955,459,1532,AAN
59,275,196,418,AAN
60,1288,562,2015,AAN
61,1932,917,3385,AAN
62,945,439,1460,AAN
63,861,433,1361,AAN
64,734,434,1281,AAN
65,30707,4336,54175,AAN
66,714,409,1165,AAN
67,192,136,312,AAN
68,836,410,1417,AAN
69,1027,471,1602,AAN
70,942,441,1535,AAN
71,1019,469,1568,AAN
72,784,403,1223,AAN
73,239,148,375,AAN
74,2484,694,4300,AAN
75,330,235,540,AAN
76,16341,3370,29546,AAN
77,1331,642,2108,AAN
78,4145,1461,7233,AAN
79,178,112,294,AAN
80,370,274,583,AAN
81,365,274,569,AAN
82,1420,677,2239,AAN
83,541,308,864,AAN
84,253,198,436,AAN
85,2547,1141,4341,AAN
86,1687,657,2624,AAN
87,452,281,697,AAN
88,497,364,772,AAN
89,7760,1348,13672,AAN
90,1034,503,1641,AAN
91,262,178,397,AAN
92,1444,613,2231,AAN
93,387,263,581,AAN
94,464,321,720,AAN
95,5822,2098,10047,AAN
96,1641,680,2577,AAN
97,312,206,451,AAN
98,41814,4418,74071,AAN
99,3530,1180,6091,AAN
100,1668,681,2615,AAN
101,1345,619,2088,AAN
102,525,361,801,AAN
103,310,222,515,AAN
0,324,213,488,AAON
1,992,523,1507,AAON
2,950,484,1480,AAON
3,1023,514,1541,AAON
4,424,299,605,AAON
5,287,195,429,AAON
6,304,223,417,AAON
7,401,289,568,AAON
8,175,136,237,AAON
9,7506,2562,13049,AAON
10,363,258,509,AAON
11,628,419,837,AAON
12,412,267,560,AAON
13,1371,720,2108,AAON
14,355,254,493,AAON
15,1831,934,2958,AAON
16,268,189,387,AAON
17,1584,813,2614,AAON
18,1793,886,2920,AAON
19,665,374,939,AAON
20,1683,840,2755,AAON
21,1349,683,2300,AAON
22,347,200,539,AAON
23,2528,1039,4328,AAON
24,439,308,644,AAON
25,269,187,411,AAON
26,3042,1122,5200,AAON
27,489,297,730,AAON
28,270,143,379,AAON
29,591,341,880,AAON
30,279,167,448,AAON
31,564,336,856,AAON
32,381,214,609,AAON
0,344,254,514,AAP
1,962,470,1412,AAP
2,739,380,1089,AAP
3,8102,2207,13078,AAP
4,454,299,661,AAP
5,297,236,465,AAP
6,1025,503,1515,AAP
7,727,439,1032,AAP
8,936,467,1418,AAP
9,296,201,441,AAP
10,950,435,1455,AAP
11,436,267,675,AAP
12,317,204,463,AAP
13,317,204,463,AAP
14,528,309,833,AAP
15,1204,549,1830,AAP
16,317,204,463,AAP
17,51116,7205,88337,AAP
18,1232,588,1900,AAP
19,162,127,262,AAP
20,884,518,1361,AAP
21,2378,930,4435,AAP
22,330,219,520,AAP
23,305,215,481,AAP
24,285,217,450,AAP
25,1009,514,1518,AAP
26,537,348,831,AAP
27,647,398,992,AAP
28,1026,535,1556,AAP
29,40299,5058,72015,AAP
30,370,263,558,AAP
31,120,84,179,AAP
32,1172,559,1755,AAP
33,474,298,781,AAP
34,279,176,422,AAP
35,973,564,1469,AAP
36,1016,477,1533,AAP
37,937,553,1395,AAP
38,819,497,1223,AAP
39,103,73,163,AAP
40,355,256,539,AAP
41,103,73,163,AAP
42,103,73,163,AAP
43,383,254,599,AAP
44,1063,611,1568,AAP
45,103,73,163,AAP
46,103,73,163,AAP
47,3694,1346,6643,AAP
48,970,581,1459,AAP
49,532,372,814,AAP
50,988,573,1467,AAP
51,21786,3761,39892,AAP
52,916,548,1359,AAP
53,4971,1376,9579,AAP
54,700,450,1049,AAP
55,103,73,163,AAP
56,1982,690,3737,AAP
57,312,228,475,AAP
58,432,320,664,AAP
59,732,450,1099,AAP
60,80,56,121,AAP
61,82,58,123,AAP
62,1040,564,1574,AAP
63,742,422,1100,AAP
64,610,414,942,AAP
65,80,56,121,AAP
66,17452,3439,32193,AAP
67,6417,1890,11408,AAP
68,360,248,533,AAP
69,901,507,1338,AAP
70,4961,1374,9565,AAP
71,944,605,1435,AAP
72,80,56,121,AAP
73,7757,1902,13959,AAP
74,869,527,1283,AAP
75,5082,1394,9816,AAP
76,517,342,772,AAP
77,814,511,1218,AAP
78,1096,431,1873,AAP
79,568,350,858,AAP
80,5086,1397,9820,AAP
81,82,58,123,AAP
82,80,56,121,AAP
83,967,546,1445,AAP
84,5937,1554,11503,AAP
85,80,56,121,AAP
86,971,542,1444,AAP
87,80,56,121,AAP
88,80,56,121,AAP
89,1224,612,1795,AAP
90,31407,4681,58637,AAP
91,863,529,1284,AAP
92,80,56,121,AAP
93,80,56,121,AAP
94,936,536,1381,AAP
95,871,499,1295,AAP
96,1121,583,1655,AAP
97,856,525,1284,AAP
98,80,56,121,AAP
99,29447,4183,53826,AAP
100,1069,610,1598,AAP
101,225,160,345,AAP
102,667,388,1048,AAP
103,1064,587,1590,AAP
104,311,203,487,AAP
105,16653,3206,30608,AAP
106,5941,1778,10662,AAP
107,1237,647,1812,AAP
108,1096,636,1615,AAP
109,321,224,469,AAP
110,1168,598,1797,AAP
111,1674,699,2850,AAP
112,811,510,1223,AAP
113,1232,626,1885,AAP
114,708,473,1056,AAP
115,1645,605,2630,AAP
116,589,397,870,AAP
117,1420,678,2155,AAP
118,180,132,264,AAP
119,2825,740,5036,AAP
120,1873,730,2970,AAP
121,440,286,718,AAP
122,2312,826,3794,AAP
123,6861,1953,12315,AAP
124,1300,700,1993,AAP
125,304,224,449,AAP
126,3366,1106,5806,AAP
127,6517,1678,12489,AAP
0,82,63,125,AAPL
1,414,154,711,AAPL
2,822,472,1276,AAPL
3,669,447,994,AAPL
4,613,428,932,AAPL
5,707,470,1053,AAPL
6,659,441,983,AAPL
7,715,450,1065,AAPL
8,821,494,1177,AAPL
9,833,513,1232,AAPL
10,132,93,209,AAPL
11,718,452,1061,AAPL
12,122,90,194,AAPL
13,281,156,471,AAPL
14,1173,567,1769,AAPL
15,600,331,969,AAPL
16,712,421,1076,AAPL
17,1285,587,1927,AAPL
18,419,199,642,AAPL
19,116,82,185,AAPL
20,1599,641,2408,AAPL
21,515,299,775,AAPL
22,269,152,403,AAPL
23,174,124,265,AAPL
24,1222,625,1836,AAPL
25,1420,619,2116,AAPL
26,164,112,246,AAPL
27,1539,668,2329,AAPL
28,444,284,667,AAPL
29,453,263,700,AAPL
30,659,428,1074,AAPL
31,546,363,844,AAPL
32,1087,623,1650,AAPL
33,171,114,262,AAPL
34,250,160,404,AAPL
35,827,530,1209,AAPL
36,5810,1483,11315,AAPL
37,819,435,1240,AAPL
38,782,506,1167,AAPL
39,11052,2241,19691,AAPL
40,828,523,1248,AAPL
41,792,508,1180,AAPL
42,312,199,483,AAPL
43,125,88,183,AAPL
44,700,456,1054,AAPL
45,674,434,1030,AAPL
46,208,144,322,AAPL
47,692,449,1057,AAPL
48,6878,1615,13233,AAPL
49,1434,721,2237,AAPL
50,290,193,484,AAPL
51,1395,682,2163,AAPL
52,540,284,851,AAPL
53,1388,679,2162,AAPL
54,6577,1579,12910,AAPL
55,1422,693,2213,AAPL
56,107,70,154,AAPL
57,1434,710,2229,AAPL
58,1269,580,1967,AAPL
59,9054,1961,16234,AAPL
60,168,118,254,AAPL
61,680,437,1047,AAPL
62,692,451,1059,AAPL
63,708,464,1079,AAPL
64,6772,1671,13116,AAPL
65,283,180,450,AAPL
66,679,442,1024,AAPL
67,197,126,319,AAPL
68,690,437,1037,AAPL
69,108,72,155,AAPL
70,694,449,1044,AAPL
71,258,164,386,AAPL
72,138,99,221,AAPL
73,703,457,1065,AAPL
74,213,138,330,AAPL
75,665,433,1013,AAPL
76,196,120,321,AAPL
77,675,430,1022,AAPL
78,294,189,471,AAPL
79,112,75,158,AAPL
80,708,450,1076,AAPL
81,712,451,1075,AAPL
82,709,451,1080,AAPL
83,146,106,249,AAPL
84,654,423,998,AAPL
85,662,447,1071,AAPL
86,13496,2779,21698,AAPL
87,15655,2122,28384,AAPL
0,415,294,614,ABAX
1,420,312,623,ABAX
2,961,498,1427,ABAX
3,17932,2777,32425,ABAX
4,729,445,1089,ABAX
5,52,42,72,ABAX
6,1784,857,2442,ABAX
7,594,406,849,ABAX
8,430,266,665,ABAX
9,1605,780,2154,ABAX
10,1982,844,2645,ABAX
11,1409,734,1904,ABAX
12,1651,811,2220,ABAX
13,669,477,977,ABAX
14,693,456,1010,ABAX
15,779,452,1165,ABAX
16,4365,1584,7593,ABAX
17,1629,777,2231,ABAX
18,776,491,1186,ABAX
19,409,224,638,ABAX
20,811,470,1224,ABAX
21,600,311,1044,ABAX
22,1010,550,1562,ABAX
23,1104,610,1674,ABAX
24,524,269,783,ABAX
25,780,534,1177,ABAX
26,857,503,1307,ABAX
27,248,177,407,ABAX
28,1067,550,1611,ABAX
29,1038,533,1586,ABAX
30,1670,772,2285,ABAX
31,176,126,231,ABAX
32,500,328,789,ABAX
33,994,535,1557,ABAX
34,229,170,393,ABAX
35,1192,569,1771,ABAX
36,1109,561,1707,ABAX
37,174,124,229,ABAX
38,1077,540,1663,ABAX
39,971,507,1496,ABAX
40,1038,496,1595,ABAX
41,8382,1743,14907,ABAX
42,224,149,355,ABAX
43,167,120,260,ABAX
44,473,261,706,ABAX
45,1122,569,1749,ABAX
46,332,222,526,ABAX
47,1031,551,1595,ABAX
48,130,90,203,ABAX
49,1177,583,1796,ABAX
50,1195,578,1792,ABAX
51,406,232,655,ABAX
52,1330,604,2032,ABAX
53,308,187,463,ABAX
54,1053,550,1619,ABAX
55,1186,577,1832,ABAX
56,169,118,259,ABAX
57,1180,577,1780,ABAX
58,253,173,421,ABAX
59,1178,574,1791,ABAX
60,375,231,544,ABAX
61,1132,607,1744,ABAX
62,310,229,486,ABAX
63,1361,677,2089,ABAX
64,179,135,279,ABAX
65,1241,627,1892,ABAX
66,1337,677,2042,ABAX
67,304,184,457,ABAX
68,1129,606,1692,ABAX
69,331,200,513,ABAX
70,521,358,810,ABAX
71,1430,636,2147,ABAX
72,180,151,273,ABAX
73,932,571,1430,ABAX
74,245,159,403,ABAX
75,557,373,846,ABAX
76,1317,663,1980,ABAX
77,1316,659,1977,ABAX
78,640,292,943,ABAX
0,475,213,791,ABC
1,3039,1027,4299,ABC
2,10848,2807,16988,ABC
3,557,365,822,ABC
4,863,541,1253,ABC
5,724,450,1066,ABC
6,667,407,987,ABC
7,569,368,829,ABC
8,1372,700,1952,ABC
9,1504,712,2150,ABC
10,746,454,1116,ABC
11,653,410,927,ABC
12,1220,599,1814,ABC
13,471,329,742,ABC
14,554,410,921,ABC
15,1330,630,1955,ABC
16,377,261,605,ABC
17,596,388,899,ABC
18,415,292,643,ABC
19,400,275,620,ABC
20,1676,762,2518,ABC
21,421,276,641,ABC
22,576,359,920,ABC
23,440,296,667,ABC
24,1395,687,2085,ABC
25,386,260,574,ABC
26,526,382,772,ABC
27,392,277,581,ABC
28,218,164,353,ABC
29,172,136,289,ABC
30,330,243,490,ABC
31,1481,711,2195,ABC
32,511,342,762,ABC
33,735,462,1131,ABC
34,1785,855,2683,ABC
35,1031,569,1561,ABC
36,637,410,942,ABC
37,412,281,609,ABC
38,581,394,859,ABC
39,1608,722,2374,ABC
40,477,314,732,ABC
41,824,506,1271,ABC
42,559,372,853,ABC
43,415,288,640,ABC
44,156,130,268,ABC
45,1747,792,2674,ABC
46,533,345,816,ABC
47,563,354,843,ABC
48,564,385,850,ABC
49,1740,810,2645,ABC
50,871,508,1359,ABC
51,16758,3048,26712,ABC
52,637,385,1034,ABC
53,1092,506,1704,ABC
54,214,141,329,ABC
55,1107,530,1710,ABC
56,476,340,756,ABC
57,321,216,523,ABC
58,861,553,1308,ABC
59,158,131,228,ABC
60,142,110,253,ABC
61,1750,813,2672,ABC
62,113,94,183,ABC
63,1227,550,1879,ABC
64,355,187,552,ABC
65,705,454,1087,ABC
66,1073,481,1603,ABC
67,1505,719,2279,ABC
68,2410,1059,4048,ABC
69,1019,428,1515,ABC
70,206,155,319,ABC
71,479,340,722,ABC
72,1760,804,2681,ABC
73,839,561,1324,ABC
74,2445,1074,4086,ABC
75,254,173,433,ABC
76,153,116,267,ABC
77,528,379,801,ABC
78,2489,935,3778,ABC
79,1468,815,2245,ABC
80,532,360,818,ABC
81,502,346,764,ABC
82,762,487,1165,ABC
83,1148,671,1752,ABC
84,584,395,899,ABC
85,1396,751,2175,ABC
86,2370,869,3563,ABC
87,684,431,1038,ABC
88,401,269,613,ABC
89,299,186,460,ABC
90,591,390,911,ABC
91,746,470,1131,ABC
92,756,448,1126,ABC
93,1448,760,2224,ABC
94,1545,730,2327,ABC
95,1183,653,1798,ABC
96,1053,609,1582,ABC
97,696,451,1073,ABC
98,544,372,822,ABC
99,2336,868,3530,ABC
100,597,378,915,ABC
101,287,196,480,ABC
102,1754,891,2689,ABC
103,833,462,1316,ABC
104,269,193,445,ABC
105,1902,934,2958,ABC
106,1882,836,2819,ABC
107,1355,721,2071,ABC
108,595,356,920,ABC
109,559,375,863,ABC
110,610,392,927,ABC
111,209,160,359,ABC
112,190,139,309,ABC
113,784,496,1249,ABC
114,157,109,265,ABC
115,645,430,980,ABC
116,1084,532,1711,ABC
117,1149,623,1708,ABC
118,5521,1526,10324,ABC
119,841,495,1292,ABC
120,585,405,919,ABC
121,831,507,1269,ABC
122,1160,640,1777,ABC
123,1278,681,1942,ABC
124,605,415,926,ABC
125,4736,1172,7894,ABC
126,1403,697,2180,ABC
127,847,505,1310,ABC
128,982,542,1454,ABC
129,597,380,900,ABC
130,648,441,978,ABC
131,934,525,1376,ABC
132,7295,1953,12796,ABC
133,921,517,1375,ABC
134,30761,4389,54470,ABC
135,779,460,1165,ABC
136,604,394,879,ABC
137,582,407,872,ABC
138,897,534,1337,ABC
139,176,117,254,ABC
140,540,297,894,ABC
141,940,524,1377,ABC
142,1808,863,2889,ABC
143,8758,2108,15973,ABC
144,32077,4286,60892,ABC
145,164,120,256,ABC
146,814,485,1210,ABC
147,206,132,320,ABC
148,953,542,1421,ABC
149,145,98,220,ABC
150,5930,1588,11143,ABC
151,974,538,1457,ABC
152,30919,4387,54677,ABC
153,825,522,1221,ABC
154,925,522,1365,ABC
155,301,168,478,ABC
156,718,446,1057,ABC
157,985,554,1463,ABC
158,316,186,521,ABC
159,887,502,1308,ABC
160,885,527,1317,ABC
161,5541,1461,10473,ABC
162,997,626,1512,ABC
163,35423,4641,63820,ABC
164,676,438,1017,ABC
165,966,566,1462,ABC
166,3626,928,5985,ABC
167,668,435,1021,ABC
168,217,134,356,ABC
169,918,552,1419,ABC
170,962,555,1442,ABC
171,728,453,1075,ABC
172,1401,586,2103,ABC
173,841,504,1238,ABC
174,261,183,415,ABC
175,35223,4545,62978,ABC
176,995,568,1496,ABC
177,630,410,955,ABC
178,9869,2332,18158,ABC
179,14621,2898,26782,ABC
180,882,503,1299,ABC
181,915,543,1352,ABC
182,937,563,1392,ABC
183,751,465,1169,ABC
184,894,559,1346,ABC
185,1603,784,2410,ABC
186,634,416,954,ABC
187,1539,602,2289,ABC
188,1745,803,2656,ABC
189,232,154,352,ABC
190,689,431,1042,ABC
191,631,407,944,ABC
192,2220,886,3289,ABC
193,1070,532,1765,ABC
194,33653,4482,60211,ABC
195,775,499,1159,ABC
196,880,516,1294,ABC
197,841,536,1256,ABC
198,2920,939,4996,ABC
199,1565,733,2315,ABC
200,7896,1871,14055,ABC
201,272,161,423,ABC
202,238,158,388,ABC
203,74493,5021,131060,ABC
204,1090,596,1703,ABC
205,1072,654,1631,ABC
206,1939,906,2924,ABC
207,889,557,1373,ABC
208,317,122,426,ABC
209,1057,657,1647,ABC
210,1338,645,2090,ABC
211,841,541,1289,ABC
212,170,125,269,ABC
0,31408,4930,56606,ABFS
1,120,98,152,ABFS
2,512,201,821,ABFS
3,298,217,423,ABFS
4,664,436,984,ABFS
5,289,214,376,ABFS
6,2031,1020,2932,ABFS
7,308,223,405,ABFS
8,479,337,672,ABFS
9,125,102,158,ABFS
10,98,76,127,ABFS
11,1605,862,2324,ABFS
12,246,185,306,ABFS
13,391,301,539,ABFS
14,403,297,556,ABFS
15,269,204,357,ABFS
16,1429,781,2005,ABFS
17,245,188,305,ABFS
18,33874,5045,60079,ABFS
19,1433,752,2052,ABFS
20,246,184,307,ABFS
21,423,317,594,ABFS
22,2034,946,2965,ABFS
23,176,125,232,ABFS
24,1434,726,2102,ABFS
25,154,121,195,ABFS
26,192,132,267,ABFS
27,1324,669,1866,ABFS
28,154,121,195,ABFS
29,188,134,244,ABFS
30,346,204,497,ABFS
31,166,132,222,ABFS
32,135,109,195,ABFS
33,11994,2183,21770,ABFS
34,1594,766,2247,ABFS
35,263,193,410,ABFS
36,5273,1537,8976,ABFS
37,1535,776,2260,ABFS
38,642,333,931,ABFS
39,288,217,426,ABFS
40,1434,732,2038,ABFS
41,198,134,274,ABFS
42,657,308,950,ABFS
43,2299,1061,3448,ABFS
44,780,288,1190,ABFS
45,217,161,319,ABFS
46,166,117,230,ABFS
47,203,153,283,ABFS
48,160,116,224,ABFS
49,18830,2359,32903,ABFS
50,1378,665,1960,ABFS
51,345,240,524,ABFS
52,153,113,223,ABFS
53,1111,595,1598,ABFS
54,1334,720,1953,ABFS
55,13418,1369,23766,ABFS
56,484,235,760,ABFS
57,144,104,215,ABFS
58,209,130,294,ABFS
59,261,170,383,ABFS
60,1241,657,1824,ABFS
61,6193,1152,11181,ABFS
62,1723,625,3059,ABFS
63,989,573,1442,ABFS
64,138,108,234,ABFS
65,142,104,213,ABFS
66,3917,1142,7551,ABFS
67,1032,585,1502,ABFS
68,152,105,224,ABFS
69,274,185,408,ABFS
70,29721,5032,50672,ABFS
71,756,469,1085,ABFS
72,5948,1170,10791,ABFS
